Id,frame.len,frame.protocols,tcp.stream,tcp.analysis.initial_rtt,tcp.len,tcp.window_size,tcp.flags.syn,tcp.flags.reset,tcp.flags.ack,mqtt.msgtype,mqtt.qos,mqtt.conflag.qos,mqtt.conflag.cleansess,mqtt.kalive,mqtt.username_len,mqtt.passwd_len,mqtt.retain,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.topic_len,mqtt.len,mqtt.conack.val,residual_score,normal_packet_count,test_packet_count,stream_rows,stream_current_positives,stream_attack_fraction,frequency_excess,undecoded_payload,residual_rank,selected_top64,selected_target3000
7329,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,321,0,0
7360,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,322,0,0
7379,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,323,0,0
7450,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,324,0,0
7453,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,325,0,0
7625,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,326,0,0
7664,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,327,0,0
7706,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,328,0,0
7789,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,329,0,0
7809,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,330,0,0
7811,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,331,0,0
7825,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,332,0,0
7931,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,333,0,0
7964,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,334,0,0
8123,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,335,0,0
8149,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,336,0,0
8360,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,337,0,0
8414,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,338,0,0
8464,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,339,0,0
8706,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,340,0,0
8708,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,341,0,0
8761,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,342,0,0
8835,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,343,0,0
8948,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,344,0,0
8968,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,345,0,0
9073,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,346,0,0
9097,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,347,0,0
9169,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,348,0,0
9444,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,349,0,0
9663,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,350,0,0
9844,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,351,0,0
9870,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,352,0,0
9973,60,eth:ethertype:ip:tcp,1,,0,250,0,0,1,,,,,,,,,,,,,,0.08327723092722641,1814,144,2550,170,0.06666666666666667,0.10181805555555556,0,353,0,0
3756,54,eth:ethertype:ip:tcp,0,,0,64336,0,0,1,,,,,,,,,,,,,,0.08279339985599153,138,7,525,61,0.11619047619047619,0.0,0,354,0,0
6256,54,eth:ethertype:ip:tcp,0,,0,64336,0,0,1,,,,,,,,,,,,,,0.08279339985599153,138,7,525,61,0.11619047619047619,0.0,0,355,0,0
907,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,356,0,0
1028,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,357,0,0
1798,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,358,0,0
1810,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,359,0,0
2497,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,360,0,0
2800,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,361,0,0
3426,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,362,0,0
3855,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,363,0,0
4582,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,364,0,0
4823,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,365,0,0
5783,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,366,0,0
5976,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,367,0,0
6043,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,368,0,0
7014,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,369,0,0
7936,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,370,0,0
8879,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,371,0,0
8967,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,372,0,0
9753,54,eth:ethertype:ip:tcp,0,,0,64620,0,0,1,,,,,,,,,,,,,,0.070967362854186,1408,76,525,61,0.11619047619047619,0.0,0,373,0,0
8178,54,eth:ethertype:ip:tcp,1,,0,64485,0,0,1,,,,,,,,,,,,,,0.07058820841195844,72,1,2550,170,0.06666666666666667,0.0,0,374,0,0
555,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,375,0,0
582,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,376,0,0
1231,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,377,0,0
5489,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,378,0,0
8898,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,379,0,0
9668,60,eth:ethertype:ip:tcp,0,,0,251,0,0,1,,,,,,,,,,,,,,0.06833796824931844,3085,201,525,61,0.11619047619047619,0.0,0,380,0,0
1485,60,eth:ethertype:ip:tcp,0,,0,252,0,0,1,,,,,,,,,,,,,,0.06830444900201216,3119,220,525,61,0.11619047619047619,0.0,0,381,0,0
4046,60,eth:ethertype:ip:tcp,0,,0,252,0,0,1,,,,,,,,,,,,,,0.06830444900201216,3119,220,525,61,0.11619047619047619,0.0,0,382,0,0
5010,60,eth:ethertype:ip:tcp,0,,0,252,0,0,1,,,,,,,,,,,,,,0.06830444900201216,3119,220,525,61,0.11619047619047619,0.0,0,383,0,0
9031,60,eth:ethertype:ip:tcp,0,,0,252,0,0,1,,,,,,,,,,,,,,0.06830444900201216,3119,220,525,61,0.11619047619047619,0.0,0,384,0,0
4010,60,eth:ethertype:ip:tcp,0,,0,254,0,0,1,,,,,,,,,,,,,,0.06807360596282332,3366,221,525,61,0.11619047619047619,0.0,0,385,0,0
5174,60,eth:ethertype:ip:tcp,0,,0,254,0,0,1,,,,,,,,,,,,,,0.06807360596282332,3366,221,525,61,0.11619047619047619,0.0,0,386,0,0
6962,60,eth:ethertype:ip:tcp,0,,0,254,0,0,1,,,,,,,,,,,,,,0.06807360596282332,3366,221,525,61,0.11619047619047619,0.0,0,387,0,0
7327,60,eth:ethertype:ip:tcp,0,,0,254,0,0,1,,,,,,,,,,,,,,0.06807360596282332,3366,221,525,61,0.11619047619047619,0.0,0,388,0,0
1108,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,389,0,0
1262,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,390,0,0
1619,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,391,0,0
1819,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,392,0,0
1989,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,393,0,0
2345,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,394,0,0
2381,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,395,0,0
2464,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,396,0,0
2879,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,397,0,0
4540,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,398,0,0
5053,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,399,0,0
5512,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,400,0,0
6108,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,401,0,0
6354,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,402,0,0
6703,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,403,0,0
6938,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,404,0,0
8014,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,405,0,0
8714,60,eth:ethertype:ip:tcp,0,,0,255,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,238,525,61,0.11619047619047619,0.0,0,406,0,0
9075,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,407,0,0
9457,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,408,0,0
9634,60,eth:ethertype:ip:tcp,0,,0,253,0,0,1,,,,,,,,,,,,,,0.0680691482196193,3371,234,525,61,0.11619047619047619,0.0,0,409,0,0
9696,54,eth:ethertype:ip:tcp,37,,0,5720,0,0,1,,,,,,,,,,,,,,0.06256595509378485,55,4,808,16,0.019801980198019802,0.019625000000000004,0,410,0,0
11,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,411,0,0
50,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,412,0,0
67,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,413,0,0
83,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,414,0,0
116,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,415,0,0
120,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,416,0,0
192,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,417,0,0
266,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,418,0,0
346,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,419,0,0
387,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,420,0,0
531,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,421,0,0
547,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,422,0,0
598,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,423,0,0
649,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,424,0,0
655,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,425,0,0
697,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,426,0,0
715,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,427,0,0
742,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,428,0,0
753,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,429,0,0
794,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,430,0,0
919,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,431,0,0
921,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,432,0,0
974,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,433,0,0
985,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,434,0,0
1090,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,435,0,0
1165,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,436,0,0
1216,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,437,0,0
1254,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,438,0,0
1293,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,439,0,0
1334,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,440,0,0
1335,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,441,0,0
1425,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,442,0,0
1440,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,443,0,0
1547,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,444,0,0
1601,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,445,0,0
1621,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,446,0,0
1627,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,447,0,0
1711,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,448,0,0
1803,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,449,0,0
1866,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,450,0,0
1916,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,451,0,0
1941,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,452,0,0
1952,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,453,0,0
1995,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,454,0,0
2063,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,455,0,0
2152,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,456,0,0
2153,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,457,0,0
2159,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,458,0,0
2210,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,459,0,0
2305,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,460,0,0
2325,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,461,0,0
2364,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,462,0,0
2369,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,463,0,0
2373,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,464,0,0
2397,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,465,0,0
2399,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,466,0,0
2411,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,467,0,0
2420,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,468,0,0
2476,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,469,0,0
2577,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,470,0,0
2750,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,471,0,0
2758,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,472,0,0
2803,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,473,0,0
2817,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,474,0,0
2984,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,475,0,0
3000,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,476,0,0
3003,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,477,0,0
3019,60,eth:ethertype:ip:tcp,1,,0,251,0,0,1,,,,,,,,,,,,,,0.0510046349159851,3085,201,2550,170,0.06666666666666667,0.0,0,478,0,0
